"Unit_quarter","taxon_name","Agility","PhysicalProtection","Metabolites","above","epi","hemi","eu","density","Bodymass.mg","ind.Loss.Jh","Biomass.mg","pop.Loss.Jh","efficiency"
"U22qA","Polydesmidae_small",1,0.4,0.7,0,1,1,0,244.444444444444,0.470638854162412,0.0100568841027987,115.045053239701,2.45834944735078,0.906
"U22qA","Schendylidae",1,1,1,0,0,1,1,11.1111111111111,1.69646861439267,0.0395661658758518,18.8496512710296,0.439624065287242,0.906
"U22qA","Staphylinidae_ad",1,0.4,0.4,1,1,1,1,11.1111111111111,0.253349075418586,0.00618533070634511,2.81498972687317,0.0687258967371678,0.906
"U22qA","Valloniidae",1,0.4,0.4,0.5,1,1,0,100,2.95502509833524,0.0348922431299646,295.502509833524,3.48922431299646,0.906
"U22qB","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U22qB","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U22qB","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U22qB","Acrobeloides",1,1,1,0,0,1,1,18398.6216730038,0.0012632,0.000158844722442483,23.2411388973384,2.92252395297255,0.906
"U22qB","Aphelenchus",1,1,1,0,0,1,1,6132.87389100126,0.000218,4.68406332484432e-05,1.33696650823827,0.287267696687343,0.906
"U22qB","Aporcelaimus",1,1,1,0,0,1,1,6132.87389100126,0.0780079,0.0027900573085129,478.412613201837,17.111069621776,0.906
"U22qB","Boleodorus",1,1,1,0,0,1,1,3066.43694550063,0.0001001,2.72692490880287e-05,0.306950338244613,0.0836194328795905,0.906
"U22qB","Cephalenchus",1,1,1,0,0,1,1,3066.43694550063,0.0001159,3.01935377714381e-05,0.355400041983523,0.0925865797377064,0.906
"U22qB","Cephalobus",1,1,1,0,0,1,1,12265.7477820025,0.0002662,5.38172187183306e-05,3.26514205956907,0.660108431127907,0.906
"U22qB","Chiloplacus",1,1,1,0,0,1,1,3066.43694550063,0.0005343,8.73441520718232e-05,1.63839725998099,0.267835334886464,0.906
"U22qB","Coslenchus",1,1,1,0,0,1,1,3066.43694550063,9.99e-05,2.723136728358e-05,0.306337050855513,0.0835032707148668,0.906
"U22qB","Criconemoides",1,1,1,0,0,1,1,36797.2433460076,0.0006627,0.000101448369735321,24.3855331653992,3.73302034820635,0.906
"U22qB","Diphtherophora",1,1,1,0,0,1,1,3066.43694550063,0.0005039,8.38591893402611e-05,1.54517757683777,0.257148916412709,0.906
"U22qB","Discolaimus",1,1,1,0,0,1,1,3066.43694550063,0.0026518,0.000265970437854998,8.13157749207857,0.815581577049544,0.906
"U22qB","Dorylaimellus",1,1,1,0,0,1,1,3066.43694550063,0.0003034,5.89395089220755e-05,0.930356969264891,0.180734287708316,0.906
"U22qB","Eumonhystera",1,1,1,0,0,1,1,3066.43694550063,0.000205,4.48810007561746e-05,0.628619573827629,0.137624758869776,0.906
"U22qB","Helicotylenchus",1,1,1,0,0,1,1,21465.0586185044,0.0002937,5.76232737628211e-05,6.30428771625474,1.23688694910908,0.906
"U22qB","Hemicriconemoides",1,1,1,0,0,1,1,6132.87389100126,0.0004154,7.33245805828779e-05,2.54759581432192,0.44969040582535,0.906
"U22qB","Merlinius",1,1,1,0,0,1,1,6132.87389100126,0.0002527,5.19051789177572e-05,1.54977723225602,0.318327916592462,0.906
"U22qB","Mesocriconema",1,1,1,0,0,1,1,3066.43694550063,0.0005044,8.39170175564889e-05,1.54671079531052,0.257326242991443,0.906
"U22qB","Paratylenchus",1,1,1,0,0,1,1,3066.43694550063,5.13e-05,1.71349346082443e-05,0.157308215304182,0.0525431965414576,0.906
"U22qB","Prodorylaimus",1,1,1,0,0,1,1,3066.43694550063,0.0056305,0.000448875490063727,17.2655732216413,1.37644838666111,0.906
"U22qB","Protorhabditis",1,1,1,0,0,1,1,15332.1847275032,0.0002641,5.3521767693944e-05,4.0492299865336,0.820605629226062,0.906
"U22qB","Psilenchus",1,1,1,0,0,1,1,3066.43694550063,0.0005515,8.92890594400146e-05,1.6911399754436,0.273799270695863,0.906
"U22qB","Rhabditis",1,1,1,0,0,1,1,3066.43694550063,0.0074997,0.000547848020570088,22.9973571601711,1.67994141079551,0.906
"U22qB","Rotylenchus",1,1,1,0,0,1,1,3066.43694550063,0.0008595,0.000121545443618733,2.63560255465779,0.372711438869748,0.906
"U22qB","Entomobryidae_medium",0.7,1,1,0.5,1,0.5,0,619.354838709677,0.00857911930885879,0.000601521867961779,5.31351905580931,0.372555479511811,0.906
"U22qB","Hypochthoniidae",1,0.4,0.7,0,0,1,0.5,3561.29032258064,0.0159980916031385,0.0001618579434854,56.9738488060157,0.57642312776736,0.906
"U22qB","Hypogastruridae",0.7,1,1,0,1,1,1,516.129032258064,0.00854381100113636,0.000599800048147722,4.40970890381231,0.309574218398824,0.906
"U22qB","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,103.225806451613,0.0628136819778948,0.00240003641324293,6.48399297836334,0.247745694270238,0.906
"U22qB","Isotomidae_medium",0.7,1,1,0,0,1,0.5,1032.25806451613,0.00863043015648179,0.00060402021000084,8.90883112927153,0.623504732904093,0.906
"U22qB","Laelapidae",1,0.7,1,0,0,1,0.5,333.870967741935,0.0120950302047093,0.000228767766274642,4.03817943931423,0.0763789155142757,0.906
"U22qB","Neelidae",0.7,1,1,0,0,1,0.5,309.677419354839,0.0006272185149417,9.76414444713684e-05,0.19423541107872,0.0302373505459722,0.906
"U22qB","Onychiuridae",1,1,0.4,0,0,1,1,412.903225806452,0.00728929589122151,0.000537118601179202,3.00977378734308,0.221778003067542,0.906
"U22qB","Oppiidae",1,0.4,0.7,0,0,1,0.5,890.322580645161,0.00325516555390329,5.48722259866013e-05,2.89814739637841,0.0488539818461353,0.906
"U22qB","Oribatida_juv",1,0.4,0.7,0,0,1,0.5,222.58064516129,0.00117600911879614,2.7476439149115e-05,0.261756868377205,0.00611572355254494,0.906
"U22qB","Parasitidae",1,0.7,1,0,0,1,0.5,111.290322580645,0.0418258812718156,0.000538834309822598,4.65481581896012,0.0599670441576762,0.906
"U22qB","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,333.870967741935,0.00220750961910188,4.19139834154755e-05,0.737023372829175,0.0139938622048442,0.906
"U22qB","Rhagidiidae",1,0.7,1,0,0.5,1,0.5,556.451612903226,0.0182177829790226,0.000168754427856163,10.1373147221981,0.0939036735651228,0.906
"U22qB","Rhodacaridae",1,0.7,1,0,0,1,0.5,779.032258064516,0.00518543974479579,0.000127473286067782,4.03962483344575,0.0993058018882882,0.906
"U22qB","Tectocepheidae",1,0.4,0.7,0,0,1,0.5,111.290322580645,0.00498454906816673,7.329460461892e-05,0.554732073715329,0.00815698019146044,0.906
"U22qB","Tullbergiidae",1,1,0.4,0,0,1,1,206.451612903226,0.0220429612706241,0.00115907207605234,4.55080490748369,0.239292299572097,0.906
"U22qB","Lithobiidae_large",1,1,1,0,0.5,1,0,11.1111111111111,2.22727646644556,0.0460582120172222,24.7475162938395,0.511757911302468,0.906
"U22qB","Polydesmidae_small",1,0.4,0.7,0,1,1,0,155.555555555556,0.565314032611276,0.0111671752732451,87.9377384061987,1.73711615361592,0.906
"U22qB","Schendylidae",1,1,1,0,0,1,1,11.1111111111111,2.76181836004651,0.0519332189113191,30.6868706671834,0.577035765681323,0.906
"U22qB","Staphylinidae_ad",1,0.4,0.4,1,1,1,1,11.1111111111111,0.247424317122069,0.0060752450985998,2.7491590791341,0.0675027233177755,0.906
"U22qB","Valloniidae",1,0.4,0.4,0.5,1,1,0,11.1111111111111,4.89003796618474,0.0495195176795428,54.3337551798304,0.550216863106031,0.906
"U22qC","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U22qC","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U22qC","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U22qC","Acrobeloides",1,1,1,0,0,1,1,7770.32898820608,0.0012632,0.000158844722442483,9.81547957790192,1.23427575141838,0.906
"U22qC","Alaimus",1,1,1,0,0,1,1,6216.26319056487,0.0005606,9.03105565318815e-05,3.48483714463067,0.561394188288563,0.906
"U22qC","Anatonchus",1,1,1,0,0,1,1,1554.06579764122,0.0092758,0.000635068179360488,14.4152035257604,0.986937736714413,0.906
"U22qC","Aphelenchus",1,1,1,0,0,1,1,3108.13159528243,0.000218,4.68406332484432e-05,0.67757268777157,0.145586852142523,0.906
"U22qC","Aporcelaimellus",1,1,1,0,0,1,1,3108.13159528243,0.0090478,0.000624176995380846,28.1217530477964,1.94002424039166,0.906
"U22qC","Campydora",1,1,1,0,0,1,1,3108.13159528243,0.0002789,5.55891212198603e-05,0.86685790192427,0.172778304017433,0.906
"U22qC","Cephalobus",1,1,1,0,0,1,1,4662.19739292365,0.0002662,5.38172187183306e-05,1.24107694599628,0.250906496803003,0.906
"U22qC","Chiloplacus",1,1,1,0,0,1,1,1554.06579764122,0.0005343,8.73441520718232e-05,0.830337355679704,0.135738559358794,0.906
"U22qC","Coomansus",1,1,1,0,0,1,1,1554.06579764122,0.0063193,0.000486367165639588,9.82060799503416,0.755846577216186,0.906
"U22qC","Coslenchus",1,1,1,0,0,1,1,1554.06579764122,9.99e-05,2.723136728358e-05,0.155251173184358,0.0423193365184177,0.906
"U22qC","Criconemoides",1,1,1,0,0,1,1,17094.7237740534,0.0006627,0.000101448369735321,11.3286734450652,1.73423185795335,0.906
"U22qC","Diphtherophora",1,1,1,0,0,1,1,12432.5263811297,0.0005039,8.38591893402611e-05,6.26475004345126,1.04258158377295,0.906
"U22qC","Discolaimium",1,1,1,0,0,1,1,1554.06579764122,0.001191,0.000152477768774857,1.85089236499069,0.236960485353651,0.906
"U22qC","Dorylaimellus",1,1,1,0,0,1,1,1554.06579764122,0.0003034,5.89395089220755e-05,0.471503563004346,0.0915958749455671,0.906
"U22qC","Helicotylenchus",1,1,1,0,0,1,1,15540.6579764122,0.0002937,5.76232737628211e-05,4.56429124767226,0.895503589029169,0.906
"U22qC","Hemicriconemoides",1,1,1,0,0,1,1,4662.19739292365,0.0004154,7.33245805828779e-05,1.93667679702048,0.341853668430714,0.906
"U22qC","Microdorylaimus",1,1,1,0,0,1,1,1554.06579764122,0.0002009,4.42551718892248e-05,0.312211818746121,0.0687754490017775,0.906
"U22qC","Microlaimus",1,1,1,0,0,1,1,6216.26319056487,0.0003622,6.66623039698834e-05,2.2515305276226,0.414390426366232,0.906
"U22qC","Paramphidelus",1,1,1,0,0,1,1,3108.13159528243,0.000198,4.38101595436465e-05,0.615410055865921,0.136167741071972,0.906
"U22qC","Paratylenchus",1,1,1,0,0,1,1,13986.5921787709,5.13e-05,1.71349346082443e-05,0.717512178770947,0.23965934237542,0.906
"U22qC","Plectus",1,1,1,0,0,1,1,1554.06579764122,0.0008578,0.000121378295323782,1.33307764121664,0.188629857338685,0.906
"U22qC","Pratylenchus",1,1,1,0,0,1,1,7770.32898820608,0.0001438,3.5077213891464e-05,1.11737330850403,0.272561491926347,0.906
"U22qC","Prionchulus",1,1,1,0,0,1,1,1554.06579764122,0.0115883,0.000741330250006387,18.0089806828057,1.15207598629174,0.906
"U22qC","Protorhabditis",1,1,1,0,0,1,1,1554.06579764122,0.0002641,5.3521767693944e-05,0.410428777157046,0.0831763486024572,0.906
"U22qC","Psilenchus",1,1,1,0,0,1,1,1554.06579764122,0.0005515,8.92890594400146e-05,0.857067287399133,0.138761073379281,0.906
"U22qC","Trichodorus",1,1,1,0,0,1,1,3108.13159528243,0.000987,0.000133811205085846,3.06772588454376,0.415902834330136,0.906
"U22qC","Tylencholaimus",1,1,1,0,0,1,1,12432.5263811297,0.0004137,7.31158757223937e-05,5.14333616387336,0.909015053798061,0.906
"U22qC","Hypogastruridae",0.7,1,1,0,1,1,1,200,0.00930797177829173,0.000636598364015909,1.86159435565835,0.127319672803182,0.906
"U22qC","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,1200,0.0339166190652971,0.00156382390786484,40.6999428783565,1.87658868943781,0.906
"U22qC","Isotomidae_medium",0.7,1,1,0,0,1,0.5,5100,0.00887071388964267,0.000615660055155737,45.2406408371776,3.13986628129426,0.906
"U22qC","Isotomidae_small",0.7,1,1,0,0,1,0.5,600,0.00351806211193009,0.000323714524774427,2.11083726715805,0.194228714864656,0.906
"U22qC","Macrochelidae",1,0.7,1,0,0,1,0.5,221.052631578947,0.0728366345423461,0.000790308601954402,16.1007297409396,0.174699796221499,0.906
"U22qC","Pauropoda",1,1,1,0,0,1,1,200,0.00966477068489782,0.00109226368928442,1.93295413697956,0.218452737856885,0.906
"U22qC","Penthaleidae",1,0.7,1,0,0.5,1,0.5,663.157894736842,0.0207037864736418,0.000183619012258855,13.7298794509414,0.12176839760324,0.906
"U22qC","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,1105.26315789474,0.00171394196958457,3.54672289527155e-05,1.89435691375137,0.039200621474054,0.906
"U22qC","Rhodacaridae",1,0.7,1,0,0,1,0.5,110.526315789474,0.0057730112352399,0.000137280058365498,0.638069662842307,0.0151730590825025,0.906
"U22qC","Chironomidae_ad",1,1,1,1,0.5,1,0,44.4444444444444,0.243419076687516,0.00600046533098954,10.8186256305563,0.266687348043979,0.906
"U22qC","Geophilidae",1,1,1,0,0,1,1,22.2222222222222,0.104742361324809,0.00836268653065184,2.3276080294402,0.18583747845893,0.906
"U22qC","Nematocera_larva",1,1,1,1,1,1,0,22.2222222222222,0.0700152620065078,0.00233077245249283,1.55589471125573,0.0517949433887295,0.906
"U22qC","Staphylinidae_ad",1,0.4,0.4,1,1,1,1,55.5555555555556,0.309992868898978,0.00720886179440686,17.2218260499432,0.400492321911493,0.906
"U22qD","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U22qD","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U22qD","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U22qD","Alaimus",1,1,1,0,0,1,1,15109.7096188748,0.0005606,9.03105565318815e-05,8.47050321234121,1.36456628471571,0.906
"U22qD","Amphidelus",1,1,1,0,0,1,1,5036.56987295826,0.0013065,0.000162609813170636,6.58027853901997,0.818995686062598,0.906
"U22qD","Anaplectus",1,1,1,0,0,1,1,5036.56987295826,0.0014974,0.000178778259257617,7.5417597277677,0.900429194516833,0.906
"U22qD","Aphelenchoides",1,1,1,0,0,1,1,5036.56987295826,0.0001512,3.63222469939831e-05,0.761529364791289,0.182939534928044,0.906
"U22qD","Campydora",1,1,1,0,0,1,1,25182.8493647913,0.0002789,5.55891212198603e-05,7.02349668784029,1.39989246600087,0.906
"U22qD","Cephalobus",1,1,1,0,0,1,1,40292.5589836661,0.0002662,5.38172187183306e-05,10.7258792014519,2.1684334595452,0.906
"U22qD","Chiloplacus",1,1,1,0,0,1,1,10073.1397459165,0.0005343,8.73441520718232e-05,5.38207856624319,0.879829849808057,0.906
"U22qD","Clarkus",1,1,1,0,0,1,1,10073.1397459165,0.003897,0.00034756980334886,39.2550255898366,3.50111920059379,0.906
"U22qD","Coslenchus",1,1,1,0,0,1,1,5036.56987295826,9.99e-05,2.723136728358e-05,0.50315333030853,0.13715268405994,0.906
"U22qD","Criconema",1,1,1,0,0,1,1,5036.56987295826,0.0006589,0.000101043680797943,3.3185958892922,0.508913558559732,0.906
"U22qD","Diphtherophora",1,1,1,0,0,1,1,20146.279491833,0.0005039,8.38591893402611e-05,10.1517102359346,1.68945066640744,0.906
"U22qD","Discolaimium",1,1,1,0,0,1,1,25182.8493647913,0.001191,0.000152477768774857,29.9927735934664,3.83982468253669,0.906
"U22qD","Ditylenchus",1,1,1,0,0,1,1,10073.1397459165,0.0004511,7.76492977707638e-05,4.54399333938293,0.782172227617186,0.906
"U22qD","Dorydorella",1,1,1,0,0,1,1,5036.56987295826,0.0015768,0.000185315289012332,7.94166337568058,0.933353401638065,0.906
"U22qD","Eudorylaimus",1,1,1,0,0,1,1,5036.56987295826,0.0031351,0.000298794376676986,15.7901502087114,1.50489875578065,0.906
"U22qD","Eumonhystera",1,1,1,0,0,1,1,5036.56987295826,0.000205,4.48810007561746e-05,1.03249682395644,0.226046296276766,0.906
"U22qD","Helicotylenchus",1,1,1,0,0,1,1,10073.1397459165,0.0002937,5.76232737628211e-05,2.95848114337568,0.5804472892301,0.906
"U22qD","Hemicriconemoides",1,1,1,0,0,1,1,25182.8493647913,0.0004154,7.33245805828779e-05,10.4609556261343,1.84652186755512,0.906
"U22qD","Longidorus",1,1,1,0,0,1,1,10073.1397459165,0.016033,0.000928994838757929,161.502649546279,9.35789483404379,0.906
"U22qD","Mesocriconema",1,1,1,0,0,1,1,25182.8493647913,0.0005044,8.39170175564889e-05,12.7022292196007,2.11326961226761,0.906
"U22qD","Mylonchulus",1,1,1,0,0,1,1,5036.56987295826,0.0017233,0.000197119715232653,8.67952086206897,0.992807219106894,0.906
"U22qD","Paratylenchus",1,1,1,0,0,1,1,70511.9782214156,5.13e-05,1.71349346082443e-05,3.61726448275862,1.2082181359219,0.906
"U22qD","Pratylenchus",1,1,1,0,0,1,1,25182.8493647913,0.0001438,3.5077213891464e-05,3.62129373865699,0.883344193565301,0.906
"U22qD","Prionchulus",1,1,1,0,0,1,1,10073.1397459165,0.0115883,0.000741330250006387,116.730565317604,7.46752320618955,0.906
"U22qD","Prodorylaimus",1,1,1,0,0,1,1,5036.56987295826,0.0056305,0.000448875490063727,28.3584066696915,2.26079276996434,0.906
"U22qD","Protorhabditis",1,1,1,0,0,1,1,5036.56987295826,0.0002641,5.3521767693944e-05,1.33015810344828,0.269566122714789,0.906
"U22qD","Psilenchus",1,1,1,0,0,1,1,5036.56987295826,0.0005515,8.92890594400146e-05,2.77766828493648,0.449710586760357,0.906
"U22qD","Rhabditis",1,1,1,0,0,1,1,10073.1397459165,0.0074997,0.000547848020570088,75.54552615245,5.51854967072624,0.906
"U22qD","Rotylenchulus",1,1,1,0,0,1,1,5036.56987295826,0.0017705,0.000200856897989227,8.9172469600726,1.01162980118839,0.906
"U22qD","Rotylenchus",1,1,1,0,0,1,1,10073.1397459165,0.0008595,0.000121545443618733,8.65786361161523,1.22434423905092,0.906
"U22qD","Trichodorus",1,1,1,0,0,1,1,5036.56987295826,0.000987,0.000133811205085846,4.9710944646098,0.673949484199612,0.906
"U22qD","Tylencholaimus",1,1,1,0,0,1,1,5036.56987295826,0.0004137,7.31158757223937e-05,2.08362895644283,0.368253216898368,0.906
"U22qD","Tylolaimophorus",1,1,1,0,0,1,1,10073.1397459165,0.0008719,0.000122761610819562,8.7827705444646,1.23659486121926,0.906
"U22qD","Brachychthoniidae",1,0.4,0.7,0,0,1,0.5,206.060606060606,0.00073075666916339,1.98873416069361e-05,0.150580162130638,0.00409799766445955,0.906
"U22qD","Ceratozetidae",1,0.4,0.7,0,0,1,0.5,103.030303030303,0.0110587534553994,0.000125947278547396,1.13938671964721,0.0129763862745802,0.906
"U22qD","Hypogastruridae",0.7,1,1,0,1,1,1,208.333333333333,0.015844726070769,0.000921398598181932,3.30098459807687,0.191958041287902,0.906
"U22qD","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,1041.66666666667,0.0457888484029531,0.00192658593049704,47.6967170864096,2.00686034426776,0.906
"U22qD","Isotomidae_medium",0.7,1,1,0,0,1,0.5,1250,0.0110287910876282,0.000716264424916998,13.7859888595352,0.895330531146248,0.906
"U22qD","Laelapidae",1,0.7,1,0,0,1,0.5,309.090909090909,0.0213067492396026,0.000338214720714194,6.5857224922408,0.104539095493478,0.906
"U22qD","Oribatida_juv",1,0.4,0.7,0,0,1,0.5,103.030303030303,0.00300811076615137,5.20072941729413e-05,0.309926563785293,0.00535832727842425,0.906
"U22qD","Prostigmata_juv_undet",1,0.7,1,0,0.5,1,0.5,927.272727272727,0.00245509366148879,4.49599030975509e-05,2.2765413951987,0.0416900919631836,0.906
"U22qD","Rhodacaridae",1,0.7,1,0,0,1,0.5,1442.42424242424,0.0046305111149319,0.000117890056396048,6.67916148699267,0.170047475286421,0.906
"U22qD","Scutacaridae",1,0.7,1,0,0.5,1,0.5,309.090909090909,0.00144974703037862,3.17575553275012e-05,0.448103627571573,0.00981597164668218,0.906
"U22qD","Geophilidae",1,1,1,0,0,1,1,44.4444444444444,0.172304864004386,0.0110406079778522,7.65799395575048,0.490693687904541,0.906
"U22qD","Lithobiidae_large",1,1,1,0,0.5,1,0,33.3333333333333,2.52920573351221,0.0494446995562624,84.3068577837402,1.64815665187541,0.906
"U22qD","Lithobiidae_small",1,1,1,0,0.5,1,0,33.3333333333333,0.139639159945713,0.00981847299027355,4.65463866485709,0.327282433009118,0.906
"U23qA","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U23qA","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U23qA","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U23qA","Acrobeloides",1,1,1,0,0,1,1,1608.7306501548,0.0012632,0.000158844722442483,2.03214855727554,0.255538373608555,0.906
"U23qA","Amphidelus",1,1,1,0,0,1,1,1608.7306501548,0.0013065,0.000162609813170636,2.10180659442725,0.261595390463548,0.906
"U23qA","Aphelenchus",1,1,1,0,0,1,1,1608.7306501548,0.000218,4.68406332484432e-05,0.350703281733746,0.0753539623794306,0.906
"U23qA","Cephalobus",1,1,1,0,0,1,1,8043.65325077399,0.0002662,5.38172187183306e-05,2.14122049535604,0.432887046291315,0.906
"U23qA","Chiloplacus",1,1,1,0,0,1,1,4826.19195046439,0.0005343,8.73441520718232e-05,2.57863435913312,0.421539643649171,0.906
"U23qA","Coslenchus",1,1,1,0,0,1,1,1608.7306501548,9.99e-05,2.723136728358e-05,0.160712191950465,0.0438079351947178,0.906
"U23qA","Diphtherophora",1,1,1,0,0,1,1,11261.1145510836,0.0005039,8.38591893402611e-05,5.67447562229103,0.944347937321689,0.906
"U23qA","Eucephalobus",1,1,1,0,0,1,1,1608.7306501548,0.0002358,4.9467032314469e-05,0.379338687306502,0.0795791310564843,0.906
"U23qA","Paramphidelus",1,1,1,0,0,1,1,1608.7306501548,0.000198,4.38101595436465e-05,0.31852866873065,0.0704787464460359,0.906
"U23qA","Prodesmodora",1,1,1,0,0,1,1,3217.4613003096,0.0001804,4.10652099615153e-05,0.580430018575852,0.132125723840264,0.906
"U23qA","Prodorylaimus",1,1,1,0,0,1,1,3217.4613003096,0.0056305,0.000448875490063727,18.1159158513932,1.44423951793755,0.906
"U23qA","Rotylenchulus",1,1,1,0,0,1,1,9652.38390092879,0.0017705,0.000200856897989227,17.0895456965944,1.93874788854171,0.906
"U23qA","Rotylenchus",1,1,1,0,0,1,1,1608.7306501548,0.0008595,0.000121545443618733,1.38270399380805,0.195533880536118,0.906
"U23qA","Thornia",1,1,1,0,0,1,1,1608.7306501548,0.0008752,0.000123084377531614,1.40796106501548,0.198009610690333,0.906
"U23qA","Tylencholaimus",1,1,1,0,0,1,1,28957.1517027864,0.0004137,7.31158757223937e-05,11.9795736594427,2.11722750517543,0.906
"U23qA","Tylenchus",1,1,1,0,0,1,1,3217.4613003096,0.0003598,6.63549689286411e-05,1.15764257585139,0.213494544611149,0.906
"U23qA","Tylolaimophorus",1,1,1,0,0,1,1,3217.4613003096,0.0008719,0.000122761610819562,2.80530450773994,0.394980731975608,0.906
"U23qA","Blattisociidae",1,0.7,1,0,0,1,0.5,200,0.0199273235285391,0.000322939593061,3.98546470570782,0.0645879186121999,0.906
"U23qA","Isotomidae_large",0.7,1,1,0.5,1,0.5,0,217.391304347826,0.0263909016871261,0.00131357258706933,5.73715254067958,0.28555925805855,0.906
"U23qA","Isotomidae_medium",0.7,1,1,0,0,1,0.5,3369.5652173913,0.00867363254813309,0.000606120238179412,29.2263705426223,2.04236167212628,0.906
"U23qA","Isotomidae_small",0.7,1,1,0,0,1,0.5,1413.04347826087,0.00305768434578982,0.000293646493230444,4.32064092339866,0.414935262173453,0.906
"U23qA","Aphididae",1,0.7,0.7,0,1,1,1,33.3333333333333,0.0638934166299253,0.00217442265750164,2.12978055433084,0.0724807552500546,0.906
"U23qA","Lithobiidae_large",1,1,1,0,0.5,1,0,33.3333333333333,4.52681740427961,0.0684245762977271,150.893913475987,2.28081920992423,0.906
"U23qA","Lithobiidae_small",1,1,1,0,0.5,1,0,11.1111111111111,0.10131297204392,0.00820875339830853,1.12569968937689,0.0912083710923169,0.906
"U23qA","Schendylidae",1,1,1,0,0,1,1,11.1111111111111,2.10361898632571,0.044613087933186,23.3735442925079,0.4957009770354,0.906
"U23qB","plants",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.545
"U23qB","detritus",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.158
"U23qB","microbes",NA,NA,NA,NA,NA,NA,NA,1,1,0.0164306772297771,1,0,0.906
"U23qB","Alaimus",1,1,1,0,0,1,1,4202.0584791491,0.0005606,9.03105565318815e-05,2.35567398341099,0.379490239831467,0.906
"U23qB","Aphelenchoides",1,1,1,0,0,1,1,2101.02923957455,0.0001512,3.63222469939831e-05,0.317675621023672,0.0763141029814074,0.906
"U23qB","Aphelenchus",1,1,1,0,0,1,1,8404.11695829819,0.000218,4.68406332484432e-05,1.83209749690901,0.393654160220668,0.906
"U23qB","Campydora",1,1,1,0,0,1,1,2101.02923957455,0.0002789,5.55891212198603e-05,0.585977054917342,0.116794369085181,0.906
"U23qB","Cephalobus",1,1,1,0,0,1,1,6303.08771872364,0.0002662,5.38172187183306e-05,1.67788195072423,0.339214650359374,0.906
"U23qB","Chiloplacus",1,1,1,0,0,1,1,4202.0584791491,0.0005343,8.73441520718232e-05,2.24515984540936,0.367025234817493,0.906
"U23qB","Clarkus",1,1,1,0,0,1,1,2101.02923957455,0.003897,0.00034756980334886,8.18771094662202,0.730254319629132,0.906
"U23qB","Coslenchus",1,1,1,0,0,1,1,2101.02923957455,9.99e-05,2.723136728358e-05,0.209892821033498,0.0572138988963953,0.906
"U23qB","Diphtherophora",1,1,1,0,0,1,1,4202.0584791491,0.0005039,8.38591893402611e-05,2.11741726764323,0.352381217621814,0.906
"U23qB","Ditylenchus",1,1,1,0,0,1,1,2101.02923957455,0.0004511,7.76492977707638e-05,0.94777428997208,0.163143445048806,0.906
"U23qB","Ecumenicus",1,1,1,0,0,1,1,6303.08771872364,0.0006347,9.84495086540664e-05,4.00056977507389,0.620535888911823,0.906
"U23qB","Eumonhystera",1,1,1,0,0,1,1,2101.02923957455,0.000205,4.48810007561746e-05,0.430710994112783,0.0942962948900904,0.906
"U23qB","Granonchulus",1,1,1,0,0,1,1,2101.02923957455,0.0071224,0.000528540560859085,14.9643706559458,1.11047917266607,0.906
"U23qB","Helicotylenchus",1,1,1,0,0,1,1,4202.0584791491,0.0002937,5.76232737628211e-05,1.23414457532609,0.242136366111392,0.906
"U23qB","Longidorus",1,1,1,0,0,1,1,8404.11695829819,0.016033,0.000928994838757929,134.743207192395,7.807381278577,0.906
"U23qB","Merlinius",1,1,1,0,0,1,1,8404.11695829819,0.0002527,5.19051789177572e-05,2.12372035536195,0.436217194366225,0.906
"U23qB","Microdorylaimus",1,1,1,0,0,1,1,2101.02923957455,0.0002009,4.42551718892248e-05,0.422096774230527,0.0929814101416591,0.906
"U23qB","Paramphidelus",1,1,1,0,0,1,1,12606.1754374473,0.000198,4.38101595436465e-05,2.49602273661457,0.552278557149763,0.906
